Dátum;Zúčtovacia perióda;Veľkosť odchýlky sústavy (MWh);Zúčtovacia cena PNRE (EUR/MWh);Cena za PRE (EUR/MWh);Cena odchýlky sústavy (EUR/MWh);Zúčtovacia cena odchýlky (EUR/MWh);Platba SZ za odchýlku (EUR);Platba OKTE za odchýlku (EUR);Platba za odchýlku sústavy (EUR);Celkové náklady na RE (EUR);Platba za PRE (EUR);Saldo výnosov a nákladov za odchýlky a RE (EUR);Zúčtovanie v zvláštnom režime
1.1.2026;15;-17,005;-2,9705;-2,9705;94,2570;94,2570;-4453,9260;2854,4790;-1599,4470;1616,5687;-309,6004;292,4787;Nie
1.1.2026;16;-8,810;-1,6002;-1,6002;97,3060;97,3060;-4323,3056;3467,9858;-855,3197;865,4077;-166,7808;156,6929;Nie
1.1.2026;17;-5,406;-0,8044;-0,8044;75,7220;75,7220;-2938,3165;2531,7651;-406,5514;455,2782;-79,6420;30,9153;Nie
1.1.2026;18;-2,764;-0,4465;-0,4465;82,3950;82,3950;-3013,1852;2788,8236;-224,3616;251,9216;-44,2071;16,6471;Nie
1.1.2026;19;1,392;0,1424;0,1424;77,9040;48,9800;-1728,9940;1798,9374;69,9434;-80,1374;14,0987;-3,9048;Nie
1.1.2026;20;-2,599;-0,3358;-0,3358;81,0200;81,0200;-2817,3085;2609,8973;-207,4112;189,5044;-33,2469;51,1537;Nie
1.1.2026;21;-3,568;-0,4729;-0,4729;86,8860;86,8860;-3261,6136;2954,2978;-307,3158;266,6495;-47,3141;87,9804;Nie
1.1.2026;22;-3,182;-0,4499;-0,4499;76,1690;76,1690;-2769,8857;2529,5725;-240,3132;255,0096;-45,0129;30,3165;Nie
1.1.2026;23;-3,968;-0,5920;-0,5920;111,1450;111,1450;-3939,4234;3500,6229;-438,8005;351,1608;-59,2302;146,8699;Nie
1.1.2026;24;-3,397;-0,5703;-0,5703;81,1830;81,1830;-2874,2841;2600,6974;-273,5867;337,2082;-57,0591;-6,5624;Nie
1.1.2026;25;-2,105;-0,2072;-0,2072;79,6910;79,6910;-2983,0732;2818,6707;-164,4025;125,1496;-21,4837;60,7367;Nie
1.1.2026;26;-3,061;-0,2599;-0,2599;44,9890;75,8375;-2867,3400;2638,0833;-229,2568;158,0245;-26,9480;98,1803;Nie
1.1.2026;27;1,306;0,1633;0,1633;75,0180;44,3800;-1593,7746;1653,6432;59,8686;-100,0926;16,9319;23,2921;Nie
1.1.2026;28;-3,830;-0,4362;-0,4362;71,9950;71,9950;-2900,5346;2626,8096;-273,7250;267,8220;-45,2278;51,1308;Nie
1.1.2026;29;-4,376;-0,3646;-0,3646;55,7930;55,7930;-2220,3382;1978,8103;-241,5279;208,8212;-40,5530;73,2597;Nie
1.1.2026;30;1,897;0,2046;0,2046;78,9740;78,7600;-2864,5012;3018,0044;153,5032;-116,7146;22,7568;-59,5455;Nie
1.1.2026;31;4,868;0,6531;0,6531;83,7750;31,4943;-1164,9742;1319,3907;154,4166;-367,8243;72,6417;140,7660;Nie
1.1.2026;32;0,698;0,0257;0,0257;55,4790;43,0928;-1573,7491;1605,2068;31,4577;-14,6023;2,8585;-19,7140;Nie
1.1.2026;33;1,749;0,1899;0,1899;68,7560;48,6900;-1883,3292;1969,7053;86,3761;-107,0606;24,7180;-4,0334;Nie
1.1.2026;34;3,465;0,3972;0,3972;70,2000;47,5000;-1802,5775;1968,5900;166,0125;-236,9309;51,7007;19,2177;Nie
1.1.2026;35;9,739;0,3470;0,3470;23,3730;23,3730;-933,2371;1161,0538;227,8166;-208,9380;45,1666;-64,0452;Nie
1.1.2026;36;1,995;-0,6047;-0,6047;-1,4270;-1,4270;-70,4695;67,6369;-2,8326;417,4109;-78,7096;-335,8687;Nie
1.1.2026;37;-0,480;-0,2332;-0,2332;73,7960;73,7960;-3657,9939;3618,8820;-39,1119;146,2384;-35,8403;-71,2862;Nie
1.1.2026;38;8,103;0,0095;0,0095;58,5550;44,0765;-2068,9068;2424,1634;355,2566;-6,7532;1,4600;-349,9634;Nie
1.1.2026;39;-6,451;-1,6744;-1,6744;132,8730;132,8730;-6792,0691;5925,8701;-866,1991;1221,3440;-257,3369;-97,8081;Nie
1.1.2026;40;2,277;0,1416;0,1416;48,2430;11,1200;-581,1534;605,8510;24,6975;-103,0940;21,7624;56,6341;Nie
1.1.2026;41;-1,175;0,0774;0,0774;120,4110;120,4110;-6200,2032;6050,8936;-149,3096;-54,7597;12,9304;191,1389;Nie
1.1.2026;42;-1,367;-0,1968;-0,1968;70,3490;70,3490;-3731,2406;3633,5962;-97,6444;139,5817;-32,8774;-9,0599;Nie
1.1.2026;43;-1,030;-0,0254;-0,0254;22,4520;34,2418;-1829,0257;1791,6337;-37,3920;18,3666;-4,2433;23,2688;Nie
1.1.2026;44;3,997;-0,0060;-0,0060;1,4750;1,4750;-82,4540;88,2493;5,7953;4,3640;-1,0024;-9,1569;Nie
1.1.2026;45;2,148;0,0962;0,0962;32,7900;32,7900;-1725,5738;1794,4655;68,8918;-73,4505;17,5882;-13,0295;Nie
1.1.2026;46;3,940;0,0820;0,0820;15,8320;15,8320;-861,9099;924,0188;62,1089;-62,5662;14,9921;-14,5348;Nie
1.1.2026;47;4,236;-0,0215;-0,0215;-12,7460;-12,7460;-758,0174;704,5606;-53,4567;16,4512;-3,9308;40,9364;Nie
1.1.2026;48;8,090;-0,1317;-0,1317;-16,1250;-16,1250;-928,5098;798,9293;-129,5805;99,8104;-24,0787;53,8488;Nie
1.1.2026;49;14,524;0,3154;0,3154;16,3170;16,3170;-674,6916;910,9944;236,3028;-240,6433;57,5003;-53,1598;Nie
1.1.2026;50;10,761;0,0247;0,0247;1,5630;1,5630;-65,3912;82,1857;16,7944;-18,8867;4,5030;-2,4108;Nie
1.1.2026;51;13,924;0,0604;0,0604;1,4760;1,4760;-56,7463;77,2966;20,5503;-45,4314;11,0115;13,8696;Nie
1.1.2026;52;15,711;-0,0673;-0,0673;-5,2390;-5,2390;-276,1425;193,9059;-82,2366;50,2453;-12,2694;44,2607;Nie
1.1.2026;53;10,184;0,0176;0,0176;-2,8620;-2,8620;-145,9191;116,7954;-29,1237;-13,1854;3,0130;39,2961;Nie
1.1.2026;54;7,040;-0,0172;-0,0172;-1,7760;-1,7760;-86,9689;74,5352;-12,4338;12,8074;-2,9445;2,5709;Nie
1.1.2026;55;3,104;0,2112;0,2112;38,8040;25,2779;-1066,2471;1143,4964;77,2493;-156,0196;36,1560;42,6144;Nie
1.1.2026;56;2,329;0,2909;0,2909;77,3400;25,3408;-1067,9373;1126,2972;58,3599;-215,0210;49,8000;106,8611;Nie
1.1.2026;57;0,426;0,0716;0,0716;69,7230;28,5277;-1484,6386;1496,3064;11,6678;-52,6308;11,7206;29,2424;Nie
1.1.2026;58;-4,098;-0,3561;-0,3561;96,5390;96,5390;-5286,3791;4891,7277;-394,6514;257,6725;-58,2918;195,2707;Nie
1.1.2026;59;-19,787;-3,0066;-3,0066;123,2780;123,2780;-8242,7369;5807,0102;-2435,7267;2182,3337;-492,1654;745,5584;Nie
1.1.2026;60;-18,288;-3,4134;-3,4134;125,4120;125,4120;-8621,4479;6330,1707;-2291,2772;2275,0961;-558,7565;574,9377;Nie
1.1.2026;61;-3,423;-1,1552;-1,1552;131,9530;131,9530;-7824,8129;7379,9993;-444,8136;787,1822;-191,0008;-151,3679;Nie
1.1.2026;62;-11,931;-1,8238;-1,8238;114,6540;114,6540;-5383,8079;4018,9667;-1364,8412;1153,7055;-301,5471;512,6828;Nie
1.1.2026;63;-6,473;-1,0932;-1,0932;97,3070;97,3070;-4548,6157;3922,7371;-625,8786;688,2420;-180,7497;118,3863;Nie
1.1.2026;64;-6,569;-0,9746;-0,9746;100,1780;111,1330;-5178,0199;4453,3216;-724,6983;620,3690;-161,1404;265,4697;Nie
1.1.2026;65;-10,766;-1,1275;-1,1275;62,9220;75,0105;-3757,7260;2953,9135;-803,8125;766,6090;-205,5455;242,7490;Nie
1.1.2026;66;-10,770;-1,7009;-1,7009;121,1760;121,1760;-5360,9474;4062,3042;-1298,6432;1159,9242;-310,0775;448,7965;Nie
1.1.2026;67;-4,858;-0,8618;-0,8618;131,5490;131,5490;-5563,4703;4930,4565;-633,0138;589,7645;-157,1079;200,3572;Nie
1.1.2026;68;-9,199;-1,5467;-1,5467;92,4580;111,8590;-4930,9684;3907,0112;-1023,9573;1066,8465;-281,9665;239,0773;Nie
1.1.2026;69;-4,566;-0,5700;-0,5700;80,6350;86,0310;-3934,1116;3547,0581;-387,0535;391,0637;-105,9294;101,9191;Nie
1.1.2026;70;-1,829;-0,1563;-0,1563;62,1090;107,8476;-4373,0045;4178,6631;-194,3414;107,0780;-29,0469;116,3103;Nie
1.1.2026;71;-2,453;-0,2020;-0,2020;53,8530;102,6713;-4143,7110;3896,6838;-247,0271;138,4026;-37,5399;146,1644;Nie
1.1.2026;72;-6,070;-0,7593;-0,7593;85,7260;97,9537;-4347,4791;3758,7773;-588,7017;519,0177;-141,1091;210,7931;Nie
1.1.2026;73;-2,698;-0,3399;-0,3399;81,4060;93,4340;-3419,0304;3172,6449;-246,3855;234,5015;-63,7870;75,6710;Nie
1.1.2026;74;-4,082;-0,3491;-0,3491;60,4630;108,0200;-4258,0404;3822,7198;-435,3206;240,4685;-65,5135;260,3656;Nie
1.1.2026;75;-0,979;-0,0866;-0,0866;46,5210;96,4247;-3866,8233;3774,9306;-91,8927;59,8242;-16,2517;48,3202;Nie
1.1.2026;76;-3,839;-0,2706;-0,2706;52,8410;84,6466;-3411,5966;3092,0557;-319,5409;186,7762;-50,7819;183,5466;Nie
1.1.2026;77;-3,805;-0,4977;-0,4977;86,9180;101,0240;-4241,1896;3859,9250;-381,2646;342,8765;-93,1515;131,5396;Nie
1.1.2026;78;-0,915;-0,1977;-0,1977;76,1850;95,8760;-3550,7677;3469,1772;-81,5905;135,0640;-37,0023;-16,4712;Nie
1.1.2026;79;-1,013;-0,1115;-0,1115;58,0750;91,5511;-3222,6903;3132,8786;-89,8116;76,2250;-20,8688;34,4554;Nie
1.1.2026;80;-2,237;-0,4665;-0,4665;96,7940;96,7940;-3890,5380;3677,6880;-212,8500;319,3607;-87,3120;-19,1987;Nie
1.1.2026;81;-2,182;-0,3637;-0,3637;85,8220;120,3290;-4427,8665;4172,0471;-255,8195;251,8963;-67,3034;71,2266;Nie
1.1.2026;82;0,168;-0,0131;-0,0131;58,7710;58,7710;-2125,6295;2139,1469;13,5173;9,0008;-2,4242;-20,0939;Nie
1.1.2026;83;-2,736;-0,3813;-0,3813;82,9030;95,8816;-3639,6655;3382,5111;-257,1545;257,8425;-70,5603;69,8723;Nie
1.1.2026;84;-2,522;-0,1172;-0,1172;45,0110;85,8765;-3542,9209;3331,8364;-211,0844;78,3632;-21,6881;154,4093;Nie
1.1.2026;85;-0,598;0,0675;0,0675;140,7720;140,7720;-5105,5189;5029,0797;-76,4392;-44,3526;11,4949;109,2969;Nie
1.1.2026;86;0,498;-0,0711;-0,0711;82,4720;66,1300;-2362,8249;2398,8658;36,0409;46,1962;-12,1080;-70,1291;Nie
1.1.2026;87;-3,257;-0,5141;-0,5141;116,9980;116,9980;-3987,4088;3612,6642;-374,7446;336,9271;-87,5487;125,3662;Nie
1.1.2026;88;-9,176;-1,1122;-1,1122;77,5900;77,8212;-2974,9488;2265,2195;-709,7293;715,8290;-189,4021;183,3024;Nie
1.1.2026;89;-7,283;-1,2974;-1,2974;142,1310;142,1310;-5618,0120;4589,6943;-1028,3178;819,5033;-189,7149;398,5294;Nie
1.1.2026;90;-0,223;-0,2493;-0,2493;96,9540;96,9540;-3569,9432;3553,2671;-16,6761;154,3747;-36,4544;-101,2442;Nie
1.1.2026;91;-2,510;-0,2645;-0,2645;58,9710;86,5705;-3421,3527;3208,0430;-213,3097;180,7374;-38,6770;71,2494;Nie
1.1.2026;92;-6,483;-0,5927;-0,5927;50,9360;83,2276;-3200,2677;2664,4484;-535,8193;350,9790;-86,6687;271,5090;Nie
1.1.2026;93;-8,143;-1,2562;-1,2562;97,0440;106,8430;-3976,8033;3115,2214;-861,5820;734,0609;-155,8429;283,3640;Nie
1.1.2026;94;4,680;0,2574;0,2574;43,9500;43,9500;-1538,3379;1747,4081;209,0702;-148,1809;31,9328;-92,8220;Nie
1.1.2026;95;-1,121;-0,2130;-0,2130;72,5770;78,7123;-2841,4353;2759,1023;-82,3331;153,7633;-26,4246;-45,0057;Nie
1.1.2026;96;-7,020;-0,7535;-0,7535;64,3480;64,6502;-2295,9872;1847,3148;-448,6724;472,6354;-93,4785;69,5154;Nie
2.1.2026;1;-4,156;-0,4458;-0,4458;85,7800;119,7052;-4450,5196;3961,4042;-489,1154;264,2335;-49,1374;274,0194;Nie
2.1.2026;2;-2,669;-0,6619;-0,6619;134,1310;134,1310;-4858,0907;4508,2770;-349,8136;389,3766;-72,9566;33,3937;Nie
2.1.2026;3;-7,525;-1,4380;-1,4380;98,8310;98,8310;-3774,5536;3040,1404;-734,4132;873,6295;-158,5007;19,2843;Nie
2.1.2026;4;-6,581;-0,8496;-0,8496;71,3140;71,3140;-2796,4359;2330,8268;-465,6091;509,1473;-93,6455;50,1073;Nie
2.1.2026;5;3,362;0,4203;0,4203;75,3050;72,6432;-2338,5299;2588,3499;249,8200;-249,1024;41,0486;-41,7662;Nie
2.1.2026;6;5,326;0,1910;0,1910;34,1840;34,1840;-1139,1476;1323,3652;184,2176;-112,1204;18,6540;-90,7512;Nie
2.1.2026;7;0,270;-0,2036;-0,2036;54,4390;54,4390;-1837,9695;1856,7510;18,7815;128,2189;-19,8846;-127,1158;Nie
2.1.2026;8;0,346;0,0176;0,0176;77,8500;30,6200;-1013,1546;1025,8925;12,7379;-11,0778;1,7189;-3,3790;Nie
2.1.2026;9;-8,204;-1,0341;-1,0341;85,5300;85,5300;-2843,7870;2150,0531;-693,7338;676,2366;-96,3306;113,8278;Nie
2.1.2026;10;0,908;-0,0146;-0,0146;68,6920;43,6900;-1356,6182;1399,3033;42,6851;9,4242;-1,3600;-50,7493;Nie
2.1.2026;11;0,188;-0,0055;-0,0055;62,3900;38,1000;-1164,4503;1174,7373;10,2870;3,5283;-0,5123;-13,3030;Nie
2.1.2026;12;0,884;-0,0217;-0,0217;61,1010;23,6100;-753,4423;775,9190;22,4767;13,8121;-2,0214;-34,2674;Nie
2.1.2026;13;-3,690;-0,3294;-0,3294;56,1160;56,1160;-2014,1155;1811,2000;-202,9155;202,5177;-30,0857;30,4835;Nie
2.1.2026;14;1,476;0,0881;0,0881;67,1410;43,0300;-1425,8851;1492,4525;66,5674;-53,6280;8,0466;-20,9860;Nie
2.1.2026;15;0,997;0,1223;0,1223;66,4660;32,9300;-1132,0675;1167,3026;35,2351;-74,6152;11,1703;28,2098;Nie
2.1.2026;16;-2,295;-0,2931;-0,2931;84,1780;84,1780;-2929,3102;2742,0142;-187,2961;179,9300;-26,7703;34,1363;Nie
2.1.2026;17;-1,231;-0,1227;-0,1227;90,5300;90,5300;-3320,1878;3215,7161;-104,4716;74,5268;-11,8619;41,8067;Nie
2.1.2026;18;-1,545;-0,2561;-0,2561;105,4810;105,4810;-3671,4772;3514,7324;-156,7448;156,2573;-24,7582;25,2457;Nie
2.1.2026;19;1,269;0,1879;0,1879;115,3570;57,1200;-2063,0602;2139,7723;76,7122;-115,9268;18,1650;21,0496;Nie
2.1.2026;20;2,622;0,2469;0,2469;91,9270;31,3100;-1158,3761;1242,8818;84,5057;-153,7043;23,8688;45,3298;Nie
2.1.2026;21;-0,787;-0,2118;-0,2118;86,3560;86,3560;-3477,2971;3414,8617;-62,4354;134,0066;-22,5069;-49,0643;Nie
2.1.2026;22;1,033;-0,0372;-0,0372;54,6010;54,6010;-2309,4585;2369,3012;59,8427;23,5297;-3,9531;-79,4193;Nie
2.1.2026;23;4,963;0,7957;0,7957;85,3540;66,2700;-2908,3252;3241,5971;333,2718;-458,8623;84,5551;41,0354;Nie
2.1.2026;24;10,928;1,0616;1,0616;66,3740;66,3740;-2528,2520;3257,7023;729,4503;-614,4765;112,8109;-227,7847;Nie
2.1.2026;25;-6,196;-0,2907;-0,2907;30,8910;73,2363;-3376,4864;2926,5225;-449,9638;179,0428;-34,4869;305,4079;Nie
2.1.2026;26;6,358;0,4730;0,4730;51,6820;51,6820;-1687,0038;2017,3035;330,2997;-297,7842;56,1139;-88,6293;Nie
2.1.2026;27;15,995;1,9960;1,9960;79,1900;79,1900;-2684,1451;3954,5902;1270,4452;-1223,8114;236,7935;-283,4272;Nie
2.1.2026;28;16,066;1,6588;1,6588;64,8790;64,8790;-2204,5235;3250,1135;1045,5900;-1033,2307;196,7901;-209,1493;Nie
2.1.2026;29;19,293;1,7341;1,7341;59,4990;59,4990;-1978,9367;3129,1119;1150,1752;-1109,3184;222,7087;-263,5655;Nie
2.1.2026;30;19,896;1,5509;1,5509;51,8630;51,8630;-1650,7474;2685,2587;1034,5113;-996,7497;199,1805;-236,9421;Nie
2.1.2026;31;18,789;1,4241;1,4241;49,4760;49,4760;-1589,5155;2521,4949;931,9794;-915,7992;182,8957;-199,0760;Nie
2.1.2026;32;14,526;1,1250;1,1250;51,5550;51,5550;-1727,4534;2478,5066;751,0532;-737,5276;144,4826;-158,0083;Nie
2.1.2026;33;17,346;1,7590;1,7590;67,8560;67,8560;-2561,7676;3741,0370;1179,2694;-1159,6222;247,3963;-267,0435;Nie
2.1.2026;34;13,961;1,5281;1,5281;74,6050;74,6050;-3054,7017;4098,2019;1043,5001;-1019,9266;214,9212;-238,4947;Nie
2.1.2026;35;3,599;0,3906;0,3906;84,3320;84,3320;-3330,6923;3634,8779;304,1855;-274,9423;54,9363;-84,1796;Nie
2.1.2026;36;2,737;0,3967;0,3967;100,9770;88,4400;-3804,6888;4045,6878;240,9990;-279,7025;55,7943;-17,0908;Nie
2.1.2026;37;-3,471;-0,4168;-0,4168;75,1210;112,2000;-5706,2676;5316,2604;-390,0072;303,7510;-63,1856;149,4418;Nie
2.1.2026;38;-10,526;-1,3932;-1,3932;97,5980;108,2506;-5603,4841;4461,9815;-1141,5026;1019,1183;-211,2049;333,5892;Nie
2.1.2026;39;-5,461;-0,7062;-0,7062;103,2850;106,1712;-5655,9522;5074,3463;-581,6058;512,9368;-107,0578;175,7268;Nie
2.1.2026;40;-16,610;-1,8915;-1,8915;77,5910;102,5533;-5801,3376;4093,4150;-1707,9227;1393,0948;-286,7457;601,5736;Nie
2.1.2026;41;-13,248;-1,9544;-1,9544;111,5240;111,5240;-5696,7574;4214,0459;-1482,7116;1398,1298;-306,1919;390,7737;Nie
2.1.2026;42;-10,751;-1,2058;-1,2058;79,6840;105,9081;-5276,3415;4133,6991;-1142,6425;868,2852;-188,9103;463,2676;Nie
2.1.2026;43;-7,802;-0,9935;-0,9935;104,3570;104,3570;-4790,9255;3972,8710;-818,0545;733,5242;-155,6497;240,1800;Nie
2.1.2026;44;-3,981;-0,6481;-0,6481;90,0580;100,4038;-4599,5985;4195,2724;-404,3261;480,9222;-101,5365;24,9404;Nie
2.1.2026;45;3,759;0,4600;0,4600;92,1990;89,0400;-3612,6199;3943,4035;330,7836;-358,4118;75,1971;-47,5689;Nie
2.1.2026;46;4,405;0,2899;0,2899;75,0850;75,0850;-3163,1809;3489,9508;326,7699;-224,5064;47,3905;-149,6541;Nie
2.1.2026;47;-0,886;-0,1293;-0,1293;78,0360;101,0310;-4292,6051;4196,1205;-96,4846;99,9371;-21,1369;17,6844;Nie
2.1.2026;48;0,175;-0,0715;-0,0715;88,4430;81,9600;-3477,1530;3486,6604;9,5074;54,9580;-11,6882;-52,7771;Nie
2.1.2026;49;3,457;0,5076;0,5076;106,3820;82,0700;-3298,3112;3573,1637;274,8524;-389,5853;80,6713;34,0615;Nie
2.1.2026;50;4,417;0,6152;0,6152;119,1390;81,2100;-3166,4591;3516,5554;350,0963;-471,6709;97,7719;23,8027;Nie
2.1.2026;51;-8,209;-1,1287;-1,1287;92,2810;102,6059;-4668,4658;3814,9900;-853,4759;862,7241;-179,3809;170,1327;Nie
2.1.2026;52;-2,486;-0,2695;-0,2695;74,4330;101,6836;-4497,9740;4239,2910;-258,6831;204,9509;-42,8308;96,5630;Nie
2.1.2026;53;-2,492;-0,2973;-0,2973;82,5800;110,5166;-5101,6673;4818,0817;-283,5856;227,1135;-46,7992;103,2713;Nie
2.1.2026;54;-6,244;-0,7485;-0,7485;92,8470;115,3585;-5035,7446;4306,2174;-729,5272;568,9890;-117,8244;278,3625;Nie
2.1.2026;55;-1,736;-0,2523;-0,2523;81,0310;114,2947;-5075,7133;4869,0685;-206,6448;190,1828;-39,7156;56,1776;Nie
2.1.2026;56;2,079;0,0253;0,0253;53,6930;53,6930;-2198,0840;2306,5976;108,5136;-19,3240;3,9826;-93,1721;Nie
2.1.2026;57;7,750;0,9476;0,9476;92,5040;82,5800;-3029,8602;3665,3133;635,4531;-713,5387;149,8582;-71,7726;Nie
2.1.2026;58;1,977;0,2337;0,2337;82,2350;82,2350;-3155,9326;3316,5376;160,6050;-175,8454;36,9585;-21,7180;Nie
2.1.2026;59;4,003;0,5071;0,5071;80,9490;80,9490;-2824,2297;3147,8638;323,6341;-377,9832;80,1953;-25,8462;Nie
2.1.2026;60;-0,364;-0,1129;-0,1129;96,8960;121,9429;-3919,3667;3876,6867;-42,6800;84,3415;-17,8546;-23,8069;Nie
2.1.2026;61;2,607;0,3305;0,3305;86,8220;86,8220;-2467,3076;2694,5208;227,2132;-241,4122;54,5378;-40,3388;Nie
2.1.2026;62;6,366;0,4639;0,4639;61,3100;61,3100;-1823,9725;2216,7857;392,8132;-338,1696;76,5509;-131,1945;Nie
2.1.2026;63;2,475;0,2968;0,2968;91,9600;91,9600;-2996,7005;3229,0834;232,3829;-216,0565;48,9767;-65,3032;Nie
2.1.2026;64;2,259;0,1995;0,1995;71,2530;71,2530;-2477,1105;2641,7762;164,6657;-144,4087;32,9207;-53,1777;Nie
2.1.2026;65;-6,152;-0,8254;-0,8254;94,6210;125,0041;-3696,9963;2933,4712;-763,5250;626,2837;-152,6420;289,8834;Nie
2.1.2026;66;-8,289;-1,0941;-1,0941;95,1510;127,7870;-4194,9916;3144,5825;-1050,4091;836,9797;-202,3330;415,7624;Nie
2.1.2026;67;-9,851;-1,3638;-1,3638;111,5310;131,6590;-4791,0710;3503,5776;-1287,4934;1057,6895;-252,2089;482,0128;Nie
2.1.2026;68;-7,656;-1,0698;-1,0698;87,2400;131,5270;-5071,0235;4073,6542;-997,3692;826,8347;-197,8392;368,3737;Nie
2.1.2026;69;-6,817;-0,9221;-0,9221;99,3060;132,1210;-4737,9912;3845,7781;-892,2131;708,5825;-181,8483;365,4789;Nie
2.1.2026;70;-1,780;-0,2218;-0,2218;85,0090;129,8000;-4537,0292;4313,2540;-223,7752;170,0090;-43,7414;97,5076;Nie
2.1.2026;71;-1,584;-0,1788;-0,1788;83,4370;128,3260;-4448,2925;4251,8254;-196,4671;136,1730;-35,2613;95,5554;Nie
2.1.2026;72;1,372;-0,0216;-0,0216;89,6490;89,6490;-2945,6868;3074,7814;129,0946;16,3324;-4,2598;-141,1672;Nie
2.1.2026;73;-2,114;-0,2781;-0,2781;90,1420;129,1840;-4073,0423;3809,5070;-263,5354;211,2400;-54,6055;106,9009;Nie
2.1.2026;74;2,863;0,2664;0,2664;73,0200;73,0200;-2253,9083;2467,5649;213,6565;-201,5391;52,3082;-64,4256;Nie
2.1.2026;75;-2,600;-0,2894;-0,2894;84,1590;126,5000;-4059,2585;3736,9365;-322,3220;217,2786;-56,8243;161,8677;Nie
2.1.2026;76;-0,783;-0,0066;-0,0066;109,6580;127,0500;-3805,7828;3715,0691;-90,7137;4,9242;-1,2959;87,0854;Nie
2.1.2026;77;2,328;0,2083;0,2083;84,9740;84,9740;-2874,5005;3076,1438;201,6433;-154,1133;40,6200;-88,1500;Nie
2.1.2026;78;5,046;0,5012;0,5012;75,7520;75,7520;-2449,1379;2836,6851;387,5472;-368,8162;97,7375;-116,4685;Nie
2.1.2026;79;3,345;0,2738;0,2738;75,2280;75,2280;-2407,6721;2663,4473;255,7752;-202,5832;53,3929;-106,5849;Nie
2.1.2026;80;3,968;0,3746;0,3746;85,5470;85,5470;-2774,8880;3118,9581;344,0700;-275,4445;73,0496;-141,6752;Nie
2.1.2026;81;4,387;0,3772;0,3772;93,0870;93,0870;-3095,7944;3508,4490;412,6547;-278,7932;70,2075;-204,0690;Nie
2.1.2026;82;6,632;0,6797;0,6797;83,8210;83,8210;-2675,6501;3237,5023;561,8522;-495,7222;126,5112;-192,6412;Nie
2.1.2026;83;-0,722;-0,1411;-0,1411;91,7770;128,9970;-4503,1563;4418,1473;-85,0090;101,7346;-26,2627;9,5371;Nie
2.1.2026;84;-0,200;-0,1406;-0,1406;100,6800;118,2619;-3672,7416;3653,7014;-19,0402;99,2453;-26,1696;-54,0355;Nie
2.1.2026;85;-0,399;-0,1936;-0,1936;110,5570;130,8780;-4375,3824;4330,6221;-44,7603;134,4291;-32,6373;-57,0315;Nie
2.1.2026;86;-3,538;-0,5526;-0,5526;121,1550;121,1550;-4008,5343;3585,9457;-422,5886;378,2287;-93,1579;137,5178;Nie
