Delivery day;Period number;Period;Buy Orders (MW);Sell Orders (MW);Buy trades (MW);Sell trades (MW);Traded Quantity Difference (MW);Weighted average price of all trades (EUR/MWh);Total Traded Quantity (MW)
2025-01-01;73;18:00 - 18:15;7.8;2.3;7.5;2.3;5.2;162.36;9.8
2025-01-01;74;18:15 - 18:30;2.3;2.8;2.3;2.8;-0.5;151.20;5.1
2025-01-01;75;18:30 - 18:45;4.5;4.0;4.5;4.0;0.5;152.88;8.5
2025-01-01;76;18:45 - 19:00;1.1;6.3;1.1;6.3;-5.2;138.99;7.4
2025-01-01;77;19:00 - 19:15;7.7;8.8;7.7;8.1;-0.4;156.07;15.8
2025-01-01;78;19:15 - 19:30;2.5;3.7;2.3;3.3;-1.0;146.03;5.6
2025-01-01;79;19:30 - 19:45;2.6;2.9;2.6;2.5;0.1;169.27;5.1
2025-01-01;80;19:45 - 20:00;6.9;6.8;6.9;6.4;0.5;167.67;13.3
2025-01-01;81;20:00 - 20:15;39.2;0.0;34.2;0.0;34.2;194.10;34.2
2025-01-01;82;20:15 - 20:30;33.4;0.0;33.4;0.0;33.4;178.69;33.4
2025-01-01;83;20:30 - 20:45;8.0;27.1;8.0;4.0;4.0;121.34;12.0
2025-01-01;84;20:45 - 21:00;9.0;41.5;9.0;0.0;9.0;92.97;9.0
2025-01-01;85;21:00 - 21:15;57.2;2.0;4.0;2.0;2.0;261.20;6.0
2025-01-01;86;21:15 - 21:30;7.5;15.5;2.5;15.5;-13.0;151.67;18.0
2025-01-01;87;21:30 - 21:45;18.0;5.5;10.0;5.5;4.5;155.74;15.5
2025-01-01;88;21:45 - 22:00;15.4;22.1;15.4;11.5;3.9;104.02;26.9
2025-01-01;89;22:00 - 22:15;66.8;0.4;0.0;0.4;-0.4;169.39;0.4
2025-01-01;90;22:15 - 22:30;32.5;0.4;0.0;0.4;-0.4;175.01;0.4
2025-01-01;91;22:30 - 22:45;20.8;19.8;10.8;19.8;-9.0;58.54;30.6
2025-01-01;92;22:45 - 23:00;33.0;52.4;33.0;49.4;-16.4;58.11;82.4
2025-01-01;93;23:00 - 23:15;31.2;9.7;21.8;9.7;12.1;88.73;31.5
2025-01-01;94;23:15 - 23:30;15.7;20.0;15.7;20.0;-4.3;54.63;35.7
2025-01-01;95;23:30 - 23:45;14.8;4.2;5.8;4.2;1.6;38.29;10.0
2025-01-01;96;23:45 - 00:00;34.8;12.7;14.8;9.7;5.1;33.41;24.5
2025-01-02;1;00:00 - 00:15;27.9;0.4;0.6;0.4;0.2;127.70;1.0
2025-01-02;2;00:15 - 00:30;4.2;5.3;0.6;5.0;-4.4;127.21;5.6
2025-01-02;3;00:30 - 00:45;0.1;28.0;0.1;28.0;-27.9;80.88;28.1
2025-01-02;4;00:45 - 01:00;0.1;49.1;0.1;44.1;-44.0;61.27;44.2
2025-01-02;5;01:00 - 01:15;27.6;0.4;5.4;0.4;5.0;177.11;5.8
2025-01-02;6;01:15 - 01:30;3.4;5.3;0.5;5.3;-4.8;95.43;5.8
2025-01-02;7;01:30 - 01:45;0.1;20.7;0.1;20.7;-20.6;77.81;20.8
2025-01-02;8;01:45 - 02:00;0.1;32.7;0.1;27.7;-27.6;49.94;27.8
2025-01-02;9;02:00 - 02:15;15.3;0.3;5.0;0.3;4.7;156.03;5.3
2025-01-02;10;02:15 - 02:30;2.0;0.0;0.0;0.0;0.0;;0.0
2025-01-02;11;02:30 - 02:45;0.1;5.7;0.1;5.7;-5.6;88.07;5.8
2025-01-02;12;02:45 - 03:00;0.0;7.6;0.0;7.6;-7.6;79.06;7.6
2025-01-02;13;03:00 - 03:15;0.0;1.7;0.0;1.7;-1.7;47.23;1.7
2025-01-02;14;03:15 - 03:30;0.0;4.3;0.0;4.3;-4.3;60.77;4.3
2025-01-02;15;03:30 - 03:45;1.3;4.0;0.8;4.0;-3.2;85.14;4.8
2025-01-02;16;03:45 - 04:00;3.7;4.0;0.0;4.0;-4.0;83.63;4.0
2025-01-02;17;04:00 - 04:15;0.0;11.8;0.0;11.8;-11.8;54.88;11.8
2025-01-02;18;04:15 - 04:30;0.1;5.0;0.1;5.0;-4.9;57.52;5.1
2025-01-02;19;04:30 - 04:45;3.4;0.0;0.1;0.0;0.1;593.45;0.1
2025-01-02;20;04:45 - 05:00;14.5;0.3;9.0;0.3;8.7;86.35;9.3
2025-01-02;21;05:00 - 05:15;30.4;48.2;30.4;25.2;5.2;60.67;55.6
2025-01-02;22;05:15 - 05:30;0.4;22.3;0.4;22.3;-21.9;82.18;22.7
2025-01-02;23;05:30 - 05:45;7.0;24.1;7.0;24.1;-17.1;103.28;31.1
2025-01-02;24;05:45 - 06:00;28.5;20.4;24.4;20.4;4.0;122.59;44.8
2025-01-02;25;06:00 - 06:15;214.6;65.6;210.9;65.6;145.3;113.11;276.5
2025-01-02;26;06:15 - 06:30;78.6;14.3;78.6;14.3;64.3;127.98;92.9
2025-01-02;27;06:30 - 06:45;89.2;13.6;45.6;4.3;41.3;150.69;49.9
2025-01-02;28;06:45 - 07:00;108.1;35.8;44.8;35.4;9.4;187.90;80.2
2025-01-02;29;07:00 - 07:15;24.0;45.1;24.0;27.9;-3.9;129.66;51.9
2025-01-02;30;07:15 - 07:30;7.1;8.5;7.1;8.5;-1.4;140.87;15.6
2025-01-02;31;07:30 - 07:45;44.0;11.0;7.6;7.0;0.6;217.72;14.6
2025-01-02;32;07:45 - 08:00;72.8;4.0;24.2;0.0;24.2;159.97;24.2
2025-01-02;33;08:00 - 08:15;9.1;85.3;5.1;72.9;-67.8;136.07;78.0
2025-01-02;34;08:15 - 08:30;9.6;84.3;3.6;49.6;-46.0;125.92;53.2
2025-01-02;35;08:30 - 08:45;84.6;1,772.2;40.6;21.0;19.6;127.56;61.6
2025-01-02;36;08:45 - 09:00;2,228.2;15.7;53.3;2.2;51.1;133.27;55.5
2025-01-02;37;09:00 - 09:15;13.0;23.5;11.0;3.5;7.5;169.07;14.5
2025-01-02;38;09:15 - 09:30;276.0;242.0;16.0;23.4;-7.4;137.40;39.4
2025-01-02;39;09:30 - 09:45;281.7;721.3;5.7;34.0;-28.3;126.24;39.7
2025-01-02;40;09:45 - 10:00;1,211.3;1,037.0;9.3;36.0;-26.7;107.82;45.3
2025-01-02;41;10:00 - 10:15;16.3;34.8;11.3;30.8;-19.5;127.16;42.1
2025-01-02;42;10:15 - 10:30;29.4;36.6;15.9;32.6;-16.7;109.86;48.5
2025-01-02;43;10:30 - 10:45;96.6;31.0;41.0;10.0;31.0;129.29;51.0
2025-01-02;44;10:45 - 11:00;5,952.0;32.0;43.9;15.0;28.9;96.39;58.9
2025-01-02;45;11:00 - 11:15;283.5;12.2;2.6;3.4;-0.8;129.50;6.0
2025-01-02;46;11:15 - 11:30;1,452.4;439.2;18.1;7.0;11.1;113.95;25.1
2025-01-02;47;11:30 - 11:45;1,564.0;847.8;22.7;3.9;18.8;124.86;26.6
2025-01-02;48;11:45 - 12:00;9,037.7;2,177.1;19.8;0.1;19.7;120.66;19.9
2025-01-02;49;12:00 - 12:15;979.9;19.1;17.5;0.1;17.4;132.74;17.6
2025-01-02;50;12:15 - 12:30;252.9;13.3;23.0;0.3;22.7;119.39;23.3
2025-01-02;51;12:30 - 12:45;551.6;50.1;47.0;11.1;35.9;115.13;58.1
2025-01-02;52;12:45 - 13:00;901.9;101.0;37.9;6.0;31.9;114.46;43.9
2025-01-02;53;13:00 - 13:15;71.2;41.0;17.4;0.0;17.4;113.87;17.4
2025-01-02;54;13:15 - 13:30;39.0;49.0;12.4;17.0;-4.6;116.66;29.4
2025-01-02;55;13:30 - 13:45;24.7;40.0;9.7;21.0;-11.3;108.43;30.7
2025-01-02;56;13:45 - 14:00;263.4;1,174.1;19.0;33.8;-14.8;121.29;52.8
2025-01-02;57;14:00 - 14:15;21.8;35.4;11.8;15.0;-3.2;107.00;26.8
2025-01-02;58;14:15 - 14:30;16.8;100.6;1.8;23.8;-22.0;115.19;25.6
2025-01-02;59;14:30 - 14:45;44.0;55.8;0.0;34.7;-34.7;138.31;34.7
2025-01-02;60;14:45 - 15:00;392.0;69.6;12.0;35.6;-23.6;129.41;47.6
2025-01-02;61;15:00 - 15:15;70.0;4,964.4;0.0;14.4;-14.4;117.54;14.4
2025-01-02;62;15:15 - 15:30;76.0;11.5;0.0;7.5;-7.5;125.79;7.5
2025-01-02;63;15:30 - 15:45;101.5;22.0;11.5;10.5;1.0;143.87;22.0
2025-01-02;64;15:45 - 16:00;42.3;33.3;32.3;4.3;28.0;150.52;36.6
2025-01-02;65;16:00 - 16:15;143.5;35.2;5.5;5.5;0.0;92.53;11.0
2025-01-02;66;16:15 - 16:30;176.0;171.5;3.0;4.0;-1.0;132.00;7.0
2025-01-02;67;16:30 - 16:45;183.4;4.4;13.6;0.0;13.6;163.57;13.6
2025-01-02;68;16:45 - 17:00;74.5;7.9;20.4;4.5;15.9;185.32;24.9
2025-01-02;69;17:00 - 17:15;204.0;3,106.4;21.0;4.0;17.0;138.04;25.0
2025-01-02;70;17:15 - 17:30;134.2;23.0;21.2;4.0;17.2;139.14;25.2
2025-01-02;71;17:30 - 17:45;103.7;15.7;16.2;1.7;14.5;153.32;17.9
2025-01-02;72;17:45 - 18:00;58.1;17.6;11.9;8.3;3.6;138.45;20.2
2025-01-02;73;18:00 - 18:15;27.4;6.4;7.9;4.4;3.5;166.00;12.3
2025-01-02;74;18:15 - 18:30;40.3;25.4;6.3;6.4;-0.1;110.28;12.7
2025-01-02;75;18:30 - 18:45;36.0;16.6;2.0;8.6;-6.6;137.34;10.6
2025-01-02;76;18:45 - 19:00;36.0;24.0;2.0;16.0;-14.0;135.95;18.0
2025-01-02;77;19:00 - 19:15;26.3;38.8;12.3;2.8;9.5;167.60;15.1
2025-01-02;78;19:15 - 19:30;17.0;21.0;11.4;6.0;5.4;114.56;17.4
2025-01-02;79;19:30 - 19:45;21.6;21.5;5.1;5.1;0.0;110.68;10.2
2025-01-02;80;19:45 - 20:00;54.6;19.8;6.6;4.0;2.6;103.78;10.6
2025-01-02;81;20:00 - 20:15;67.6;18.6;8.8;7.8;1.0;211.94;16.6
2025-01-02;82;20:15 - 20:30;38.2;37.0;8.8;7.8;1.0;170.59;16.6
2025-01-02;83;20:30 - 20:45;65.1;35.7;0.1;0.4;-0.3;111.92;0.5
2025-01-02;84;20:45 - 21:00;145.1;60.0;0.1;0.1;0.0;107.00;0.2
2025-01-02;85;21:00 - 21:15;122.6;1,320.3;89.0;125.7;-36.7;129.63;214.7
2025-01-02;86;21:15 - 21:30;34.1;40.4;16.5;20.4;-3.9;142.13;36.9
2025-01-02;87;21:30 - 21:45;198.1;27.1;128.0;9.1;118.9;131.48;137.1
2025-01-02;88;21:45 - 22:00;256.1;35.3;223.1;24.3;198.8;126.30;247.4
2025-01-02;89;22:00 - 22:15;142.2;4.7;0.2;0.2;0.0;1,550.00;0.4
2025-01-02;90;22:15 - 22:30;43.5;12.2;0.0;0.2;-0.2;149.26;0.2
2025-01-02;91;22:30 - 22:45;7.4;35.6;3.3;28.6;-25.3;95.65;31.9
2025-01-02;92;22:45 - 23:00;15.2;985.6;5.2;42.1;-36.9;75.90;47.3
2025-01-02;93;23:00 - 23:15;20.8;11.4;5.0;7.4;-2.4;151.74;12.4
2025-01-02;94;23:15 - 23:30;11.6;28.0;7.6;24.0;-16.4;97.77;31.6
2025-01-02;95;23:30 - 23:45;12.0;12.0;8.0;5.0;3.0;82.00;13.0
2025-01-02;96;23:45 - 00:00;22.1;16.2;18.1;9.2;8.9;83.20;27.3
2025-01-03;1;00:00 - 00:15;40.0;4.0;19.1;0.0;19.1;132.08;19.1
2025-01-03;2;00:15 - 00:30;16.9;7.1;8.9;0.0;8.9;104.93;8.9
2025-01-03;3;00:30 - 00:45;12.3;220.3;4.3;8.2;-3.9;94.00;12.5
2025-01-03;4;00:45 - 01:00;4.1;34.6;0.1;17.1;-17.0;70.28;17.2
2025-01-03;5;01:00 - 01:15;26.7;7.3;14.1;3.3;10.8;129.27;17.4
2025-01-03;6;01:15 - 01:30;9.1;4.0;5.1;0.0;5.1;120.62;5.1
2025-01-03;7;01:30 - 01:45;12.5;48.8;2.5;9.8;-7.3;90.79;12.3
2025-01-03;8;01:45 - 02:00;10.1;170.3;0.1;20.8;-20.7;76.97;20.9
2025-01-03;9;02:00 - 02:15;15.5;5.4;5.5;3.1;2.4;117.32;8.6
2025-01-03;10;02:15 - 02:30;11.2;62.0;1.1;3.0;-1.9;93.97;4.1
2025-01-03;11;02:30 - 02:45;12.4;63.7;2.4;7.4;-5.0;79.03;9.8
2025-01-03;12;02:45 - 03:00;10.5;16.0;0.5;6.8;-6.3;81.59;7.3
2025-01-03;13;03:00 - 03:15;11.6;6.5;1.6;4.5;-2.9;90.76;6.1
2025-01-03;14;03:15 - 03:30;10.6;6.5;0.6;4.5;-3.9;86.79;5.1
2025-01-03;15;03:30 - 03:45;11.1;6.2;1.1;4.2;-3.1;86.14;5.3
2025-01-03;16;03:45 - 04:00;13.4;8.0;3.3;0.0;3.3;93.00;3.3
2025-01-03;17;04:00 - 04:15;17.0;41.1;7.0;21.1;-14.1;65.68;28.1
2025-01-03;18;04:15 - 04:30;14.7;12.6;4.7;8.6;-3.9;71.73;13.3
2025-01-03;19;04:30 - 04:45;14.2;3.0;4.2;0.0;4.2;101.34;4.2
2025-01-03;20;04:45 - 05:00;22.7;4.0;9.0;0.0;9.0;126.12;9.0
2025-01-03;21;05:00 - 05:15;20.1;59.9;0.1;41.0;-40.9;68.56;41.1
2025-01-03;22;05:15 - 05:30;9.1;203.1;5.1;14.6;-9.5;74.76;19.7
2025-01-03;23;05:30 - 05:45;19.4;8.0;6.1;4.0;2.1;124.05;10.1
2025-01-03;24;05:45 - 06:00;81.4;71.7;43.6;24.7;18.9;156.00;68.3
2025-01-03;25;06:00 - 06:15;26.0;6,647.6;5.1;80.0;-74.9;27.97;85.1
2025-01-03;26;06:15 - 06:30;36.6;46.8;12.6;16.9;-4.3;94.56;29.5
2025-01-03;27;06:30 - 06:45;42.0;4.1;2.6;4.1;-1.5;157.08;6.7
2025-01-03;28;06:45 - 07:00;67.6;4.4;0.0;0.4;-0.4;243.00;0.4
2025-01-03;29;07:00 - 07:15;10.0;44.9;0.0;7.0;-7.0;121.95;7.0
2025-01-03;30;07:15 - 07:30;26.2;20.0;12.2;16.0;-3.8;156.77;28.2
2025-01-03;31;07:30 - 07:45;20.6;11.6;6.6;11.1;-4.5;161.03;17.7
2025-01-03;32;07:45 - 08:00;43.6;26.3;21.5;21.3;0.2;167.00;42.8
2025-01-03;33;08:00 - 08:15;19.0;104.5;0.0;62.5;-62.5;143.29;62.5
2025-01-03;34;08:15 - 08:30;197.6;167.2;0.0;42.8;-42.8;134.84;42.8
2025-01-03;35;08:30 - 08:45;63.3;284.4;39.3;21.2;18.1;136.68;60.5
2025-01-03;36;08:45 - 09:00;82.6;68.0;52.6;23.0;29.6;132.72;75.6
2025-01-03;37;09:00 - 09:15;84.7;25.0;36.9;15.0;21.9;173.25;51.9
2025-01-03;38;09:15 - 09:30;6,273.7;577.9;23.7;15.5;8.2;153.50;39.2
2025-01-03;39;09:30 - 09:45;460.5;841.2;5.5;12.6;-7.1;110.30;18.1
2025-01-03;40;09:45 - 10:00;24.2;43.1;11.2;24.7;-13.5;102.28;35.9
2025-01-03;41;10:00 - 10:15;88.1;130.9;27.1;58.2;-31.1;130.35;85.3
2025-01-03;42;10:15 - 10:30;118.0;1,058.4;32.0;53.0;-21.0;112.34;85.0
2025-01-03;43;10:30 - 10:45;5,220.9;38.4;51.9;32.0;19.9;114.67;83.9
2025-01-03;44;10:45 - 11:00;116.1;62.1;41.1;49.7;-8.6;109.53;90.8
2025-01-03;45;11:00 - 11:15;125.2;42.3;18.0;3.4;14.6;135.81;21.4
2025-01-03;46;11:15 - 11:30;12.7;6.7;1.8;1.3;0.5;114.94;3.1
2025-01-03;47;11:30 - 11:45;33.1;163.9;5.1;9.5;-4.4;108.15;14.6
2025-01-03;48;11:45 - 12:00;145.1;27.2;2.1;21.8;-19.7;100.14;23.9
2025-01-03;49;12:00 - 12:15;3,155.0;37.4;12.0;8.3;3.7;114.02;20.3
2025-01-03;50;12:15 - 12:30;19.9;18.8;4.9;0.8;4.1;132.60;5.7
2025-01-03;51;12:30 - 12:45;49.1;121.8;10.1;13.4;-3.3;74.35;23.5
2025-01-03;52;12:45 - 13:00;25.1;18.5;5.1;14.1;-9.0;90.22;19.2
2025-01-03;53;13:00 - 13:15;132.9;25.2;25.9;12.2;13.7;97.95;38.1
2025-01-03;54;13:15 - 13:30;316.3;344.0;13.2;10.4;2.8;98.02;23.6
2025-01-03;55;13:30 - 13:45;156.6;751.8;11.1;22.4;-11.3;96.63;33.5
2025-01-03;56;13:45 - 14:00;74.3;1,153.4;25.3;23.4;1.9;102.28;48.7
2025-01-03;57;14:00 - 14:15;57.3;535.7;37.3;21.3;16.0;79.07;58.6
2025-01-03;58;14:15 - 14:30;21.1;8.3;6.1;4.3;1.8;72.77;10.4
2025-01-03;59;14:30 - 14:45;11.7;48.3;5.1;14.3;-9.2;115.76;19.4
2025-01-03;60;14:45 - 15:00;30.0;2,032.4;14.9;28.8;-13.9;161.89;43.7
2025-01-03;61;15:00 - 15:15;68.0;21.5;8.0;8.4;-0.4;92.30;16.4
2025-01-03;62;15:15 - 15:30;635.5;22.6;9.7;9.6;0.1;118.81;19.3
2025-01-03;63;15:30 - 15:45;316.5;44.9;19.5;21.9;-2.4;149.21;41.4
2025-01-03;64;15:45 - 16:00;26.1;20.2;3.3;12.2;-8.9;168.49;15.5
2025-01-03;65;16:00 - 16:15;52.9;123.7;15.0;19.0;-4.0;54.90;34.0
2025-01-03;66;16:15 - 16:30;4,632.1;814.0;0.1;4.1;-4.0;72.14;4.2
2025-01-03;67;16:30 - 16:45;35.0;8,287.5;10.0;11.1;-1.1;184.09;21.1
2025-01-03;68;16:45 - 17:00;12,935.1;8,795.7;20.1;17.3;2.8;180.46;37.4
2025-01-03;69;17:00 - 17:15;30.8;5,546.4;11.0;4.0;7.0;109.66;15.0
2025-01-03;70;17:15 - 17:30;56.0;6,171.4;5.1;7.0;-1.9;110.85;12.1
2025-01-03;71;17:30 - 17:45;9.8;5,999.0;3.9;7.0;-3.1;107.75;10.9
2025-01-03;72;17:45 - 18:00;10.8;2,103.0;6.8;6.0;0.8;129.40;12.8
2025-01-03;73;18:00 - 18:15;18.1;1,901.8;14.1;14.8;-0.7;177.15;28.9
2025-01-03;74;18:15 - 18:30;9.5;1,073.8;2.5;6.1;-3.6;168.92;8.6
2025-01-03;75;18:30 - 18:45;4.1;1,053.9;0.1;0.3;-0.2;131.43;0.4
2025-01-03;76;18:45 - 19:00;10.1;4,771.0;0.1;0.0;0.1;148.99;0.1
2025-01-03;77;19:00 - 19:15;40.6;2,186.2;15.1;20.8;-5.7;195.98;35.9
2025-01-03;78;19:15 - 19:30;1,702.0;71.4;8.0;13.4;-5.4;129.19;21.4
2025-01-03;79;19:30 - 19:45;28.5;2,757.0;5.5;10.6;-5.1;96.10;16.1
2025-01-03;80;19:45 - 20:00;8.1;350.1;0.1;5.0;-4.9;128.00;5.1
2025-01-03;81;20:00 - 20:15;710.9;3,417.0;65.3;46.6;18.7;192.24;111.9
2025-01-03;82;20:15 - 20:30;115.7;1,487.7;30.9;32.5;-1.6;165.17;63.4
2025-01-03;83;20:30 - 20:45;26.4;471.3;6.4;22.4;-16.0;95.55;28.8
2025-01-03;84;20:45 - 21:00;17.0;64.4;5.0;10.0;-5.0;24.33;15.0
2025-01-03;85;21:00 - 21:15;45.0;804.8;29.0;10.8;18.2;144.38;39.8
2025-01-03;86;21:15 - 21:30;18.3;2,461.9;10.3;12.3;-2.0;120.33;22.6
2025-01-03;87;21:30 - 21:45;37.1;4,297.4;17.1;16.0;1.1;126.59;33.1
2025-01-03;88;21:45 - 22:00;28.1;93.3;15.1;6.0;9.1;54.41;21.1
2025-01-03;89;22:00 - 22:15;438.5;173.4;62.1;28.4;33.7;220.21;90.5
2025-01-03;90;22:15 - 22:30;43.6;34.8;29.5;24.6;4.9;141.18;54.1
2025-01-03;91;22:30 - 22:45;23.9;263.8;19.9;50.1;-30.2;104.98;70.0
2025-01-03;92;22:45 - 23:00;29.1;179.5;25.1;61.4;-36.3;59.72;86.5
2025-01-03;93;23:00 - 23:15;30.3;16.0;19.8;5.0;14.8;117.24;24.8
2025-01-03;94;23:15 - 23:30;29.4;250.0;9.4;27.0;-17.6;126.18;36.4
2025-01-03;95;23:30 - 23:45;27.1;28.8;9.1;21.5;-12.4;156.96;30.6
2025-01-03;96;23:45 - 00:00;58.0;32.6;18.0;23.6;-5.6;119.54;41.6
2025-01-04;1;00:00 - 00:15;38.1;16.2;5.7;4.2;1.5;159.00;9.9
2025-01-04;2;00:15 - 00:30;26.6;12.3;5.8;5.3;0.5;145.76;11.1
2025-01-04;3;00:30 - 00:45;8.0;17.2;0.0;0.0;0.0;;0.0
2025-01-04;4;00:45 - 01:00;8.0;38.5;0.0;0.5;-0.5;70.00;0.5
2025-01-04;5;01:00 - 01:15;20.7;10.4;16.7;0.4;16.3;109.02;17.1
2025-01-04;6;01:15 - 01:30;8.5;10.0;4.4;0.0;4.4;103.57;4.4
2025-01-04;7;01:30 - 01:45;4.0;10.5;0.0;0.0;0.0;;0.0
2025-01-04;8;01:45 - 02:00;2.0;21.7;0.0;0.0;0.0;;0.0
2025-01-04;9;02:00 - 02:15;9.0;10.0;7.0;0.0;7.0;124.88;7.0
2025-01-04;10;02:15 - 02:30;17.9;80.1;17.9;10.1;7.8;84.60;28.0
2025-01-04;11;02:30 - 02:45;2.0;11.5;0.0;1.5;-1.5;93.00;1.5
2025-01-04;12;02:45 - 03:00;0.0;35.2;0.0;5.2;-5.2;93.00;5.2
2025-01-04;13;03:00 - 03:15;12.2;18.0;2.2;4.0;-1.8;102.27;6.2
2025-01-04;14;03:15 - 03:30;10.0;10.1;0.0;4.1;-4.1;96.84;4.1
2025-01-04;15;03:30 - 03:45;36.8;120.0;26.8;29.1;-2.3;98.56;55.9
2025-01-04;16;03:45 - 04:00;10.0;12.1;0.0;8.1;-8.1;118.04;8.1
2025-01-04;17;04:00 - 04:15;4.1;12.6;0.1;8.6;-8.5;87.40;8.7
2025-01-04;18;04:15 - 04:30;4.0;10.6;0.0;6.6;-6.6;100.99;6.6
2025-01-04;19;04:30 - 04:45;5.3;8.0;1.3;4.0;-2.7;119.58;5.3
2025-01-04;20;04:45 - 05:00;8.9;8.5;4.9;4.0;0.9;127.69;8.9
2025-01-04;21;05:00 - 05:15;20.0;44.6;0.0;7.7;-7.7;72.28;7.7
2025-01-04;22;05:15 - 05:30;20.0;11.8;0.0;3.8;-3.8;95.00;3.8
2025-01-04;23;05:30 - 05:45;25.8;11.5;5.8;3.5;2.3;131.16;9.3
2025-01-04;24;05:45 - 06:00;21.7;10.4;11.7;6.1;5.6;130.98;17.8
2025-01-04;25;06:00 - 06:15;9.4;65.1;7.4;12.0;-4.6;67.47;19.4
2025-01-04;26;06:15 - 06:30;11.6;14.3;1.6;6.2;-4.6;91.26;7.8
2025-01-04;27;06:30 - 06:45;31.7;6.1;9.9;5.1;4.8;199.52;15.0
2025-01-04;28;06:45 - 07:00;35.4;4.3;15.0;0.3;14.7;158.79;15.3
2025-01-04;29;07:00 - 07:15;16.0;62.4;8.0;8.0;0.0;81.45;16.0
2025-01-04;30;07:15 - 07:30;23.4;15.2;9.4;8.7;0.7;113.05;18.1
2025-01-04;31;07:30 - 07:45;17.8;18.0;9.8;10.0;-0.2;121.81;19.8
2025-01-04;32;07:45 - 08:00;41.0;14.5;5.5;5.5;0.0;134.95;11.0
2025-01-04;33;08:00 - 08:15;13.0;106.0;5.0;96.5;-91.5;121.84;101.5
2025-01-04;34;08:15 - 08:30;15.0;61.2;11.0;56.2;-45.2;126.51;67.2
2025-01-04;35;08:30 - 08:45;42.7;6.5;38.7;2.5;36.2;131.75;41.2
2025-01-04;36;08:45 - 09:00;66.2;6.7;59.1;2.7;56.4;131.41;61.8
2025-01-04;37;09:00 - 09:15;25.2;17.1;19.5;13.1;6.4;148.14;32.6
2025-01-04;38;09:15 - 09:30;16.9;22.1;12.9;3.1;9.8;134.69;16.0
2025-01-04;39;09:30 - 09:45;11.4;53.7;1.4;35.7;-34.3;124.18;37.1
2025-01-04;40;09:45 - 10:00;8.8;53.4;4.7;48.4;-43.7;116.25;53.1
2025-01-04;41;10:00 - 10:15;65.0;879.7;40.0;68.9;-28.9;123.31;108.9
2025-01-04;42;10:15 - 10:30;32.3;1,044.5;22.3;53.5;-31.2;121.01;75.8
2025-01-04;43;10:30 - 10:45;7,539.3;62.0;61.0;52.0;9.0;129.85;113.0
2025-01-04;44;10:45 - 11:00;5,509.6;66.2;53.0;57.3;-4.3;124.05;110.3
2025-01-04;45;11:00 - 11:15;27.5;16.0;12.5;0.0;12.5;135.23;12.5
2025-01-04;46;11:15 - 11:30;20.7;28.3;10.7;6.3;4.4;133.13;17.0
2025-01-04;47;11:30 - 11:45;20.1;16.6;10.1;6.6;3.5;133.61;16.7
2025-01-04;48;11:45 - 12:00;19.0;11.7;9.0;6.7;2.3;125.02;15.7
2025-01-04;49;12:00 - 12:15;24.6;10.3;14.6;0.3;14.3;135.77;14.9
2025-01-04;50;12:15 - 12:30;35.1;29.9;5.1;5.9;-0.8;125.14;11.0
2025-01-04;51;12:30 - 12:45;10.1;88.9;0.1;18.9;-18.8;125.72;19.0
2025-01-04;52;12:45 - 13:00;10.2;114.0;0.2;29.0;-28.8;120.85;29.2
2025-01-04;53;13:00 - 13:15;24.9;11.5;15.7;7.5;8.2;131.39;23.2
2025-01-04;54;13:15 - 13:30;18.5;26.0;3.5;11.0;-7.5;124.29;14.5
2025-01-04;55;13:30 - 13:45;36.4;38.1;11.4;23.1;-11.7;120.37;34.5
2025-01-04;56;13:45 - 14:00;42.6;19.9;34.6;15.9;18.7;133.50;50.5
2025-01-04;57;14:00 - 14:15;1,676.7;12.6;18.7;8.6;10.1;131.32;27.3
2025-01-04;58;14:15 - 14:30;8.2;11.1;1.2;1.1;0.1;123.45;2.3
2025-01-04;59;14:30 - 14:45;16.8;13.7;6.8;3.7;3.1;131.48;10.5
2025-01-04;60;14:45 - 15:00;19.6;15.0;6.6;5.0;1.6;142.39;11.6
2025-01-04;61;15:00 - 15:15;10.0;20.1;0.0;0.0;0.0;;0.0
2025-01-04;62;15:15 - 15:30;10.0;7.6;0.0;0.0;0.0;;0.0
2025-01-04;63;15:30 - 15:45;15.1;4.3;5.1;0.0;5.1;158.53;5.1
2025-01-04;64;15:45 - 16:00;20.6;5.7;4.4;0.4;4.0;178.17;4.8
2025-01-04;65;16:00 - 16:15;14.6;52.5;1.6;2.0;-0.4;105.66;3.6
2025-01-04;66;16:15 - 16:30;16.2;3,399.5;7.2;7.6;-0.4;117.98;14.8
2025-01-04;67;16:30 - 16:45;103.9;419.4;22.1;11.0;11.1;134.04;33.1
2025-01-04;68;16:45 - 17:00;58.9;23.0;35.9;15.0;20.9;151.17;50.9
2025-01-04;69;17:00 - 17:15;30.2;2,414.0;24.2;6.0;18.2;139.04;30.2
2025-01-04;70;17:15 - 17:30;23.7;2,352.8;13.7;11.4;2.3;143.60;25.1
2025-01-04;71;17:30 - 17:45;58.0;2,366.1;13.0;10.7;2.3;151.90;23.7
2025-01-04;72;17:45 - 18:00;36.9;3,264.9;1.9;1.9;0.0;124.00;3.8
2025-01-04;73;18:00 - 18:15;18.6;10.0;0.0;0.0;0.0;;0.0
2025-01-04;74;18:15 - 18:30;14.2;10.0;4.2;0.0;4.2;136.00;4.2
2025-01-04;75;18:30 - 18:45;13.3;13.3;3.3;3.3;0.0;117.00;6.6
